str,en_US,en,fr,it,de,nl,es,cy,ca,zh,
are_you_sure_you_want_to_this_membership?,Are you sure you want to this membership?,Are you sure you want to this membership?,Etes-vous sûr de vouloir souscrire à cet abonnement ?,Sei sicuro di voler sottoscrivere questo abbonamento?,"Sind Sie sicher, dass Sie diese Mitgliedschaft möchten?",Weet u zeker dat u dit lidmaatschap wilt?,¿Estás seguro que deseas esta membresía?,Ydych chi'n si≈µr eich bod am ymuno √¢'r aelodaeth hon?,,您确定要成为该会员吗？,
you_have_to_add_billing_details_before_publishing_a_membership,You have to add billing details before publishing a membership.,You have to add billing details before publishing a membership.,Vous devez ajouter les détails de facturation avant de publier un abonnement.,Prima di pubblicare un abbonamento è necessario aggiungere i dettagli di fatturazione.,"Sie müssen Rechnungsdetails hinzufügen, bevor Sie eine Mitgliedschaft veröffentlichen.",U moet factuurgegevens toevoegen voordat u een lidmaatschap publiceert.,Debe agregar detalles de facturación antes de publicar una membresía.,Mae'n rhaid i chi ychwanegu manylion bilio cyn cyhoeddi aelodaeth.,,您必须在发布会员资格之前添加账单详细信息。,
category_name,Category Name,Category Name,Nom de la catégorie,Nome della categoria,Kategoriename,Categorienaam,Nombre de la categoría,Enw Categori,,类别名称,
number_of_event,Number of Event,Number of Event,Nombre d'événements,Numero di eventi,Nummer des Ereignisses,Aantal gebeurtenissen,Número de evento,Nifer y Digwyddiad,,事件数量,
created_at,Created At,Created At,Créé à,Creato a,Erstellt am,Gemaakt op,Creado en,Wedi'i greu yn,,创建于,
event,Event,Event,Événement,Evento,Ereignis,Evenement,Evento,Digwyddiad,,事件,
events,Events,Events,Événements,Eventi,Veranstaltungen,Evenementen,Eventos,Digwyddiadau,,活动,
no_category_found,No Category Found,No Category Found,Aucune catégorie trouvée,Nessuna categoria trovata,Keine Kategorie gefunden,Geen categorie gevonden,No se encontró ninguna categoría,Heb ganfod categori,,未找到类别,
select_category_for_your_event,Select category for your event,Select category for your event,Sélectionnez la catégorie pour votre événement,Seleziona la categoria per il tuo evento,Wählen Sie eine Kategorie für Ihre Veranstaltung,Selecteer een categorie voor uw evenement,Seleccione la categoría para su evento,Dewiswch gategori ar gyfer eich digwyddiad,,选择您的活动类别,
event_admin,Event admin,Event admin,Administrateur d'événements,Amministratore dell'evento,Veranstaltungsadministrator,Evenementbeheerder,Administrador de eventos,Gweinyddwr digwyddiad,,活动管理员,
basic_details,Basic Details,Basic Details,Détails de base,Dettagli di base,Grundlegende Details,Basisgegevens,Detalles básicos,Manylion Sylfaenol,,基本细节,
additional_details,Additional details,Additional details,Détails supplémentaires,Ulteriori dettagli,Weitere Details,Aanvullende details,Detalles adicionales,Manylion ychwanegol,,更多详细信息,
please_create_slots,Please create slots,Please create slots,Veuillez créer des créneaux horaires,Si prega di creare degli slot,Bitte erstellen Sie Slots,Maak alstublieft slots aan,Por favor crea espacios,Cr√´wch slotiau,,请创建插槽,
please_enter_address_for_offline_event,Please enter address for offline event.,Please enter address for offline event.,Veuillez saisir l'adresse pour l'événement hors ligne.,Inserisci l'indirizzo per l'evento offline.,Bitte geben Sie die Adresse für die Offline-Veranstaltung ein.,Voer het adres in voor een offline evenement.,Ingrese la dirección para el evento fuera de línea.,Rhowch gyfeiriad ar gyfer digwyddiad all-lein.,,请输入线下活动地址。,
please_enter_address_details,Please enter address details,Please enter address details,Veuillez saisir les détails de l'adresse,Inserisci i dettagli dell'indirizzo,Bitte geben Sie Adressdaten ein,Vul uw adresgegevens in,"Por favor, introduzca los datos de la dirección",Rhowch fanylion y cyfeiriad,,请输入地址详情,
please_enter_event_url,Please enter Event url,Please enter Event url,Veuillez saisir l'URL de l'événement,Inserisci l'URL dell'evento,Bitte geben Sie die Event-URL ein,Voer de URL van het evenement in,"Por favor, introduzca la URL del evento",Rhowch url Digwyddiad,,请输入活动网址,
please_enter_event_name,Please enter event name,Please enter event name,Veuillez saisir le nom de l'événement,Inserisci il nome dell'evento,Bitte geben Sie den Veranstaltungsnamen ein,Voer de naam van het evenement in,"Por favor, introduzca el nombre del evento",Rhowch enw'r digwyddiad,,请输入活动名称,
please_enter_valid_event_description,Please enter valid event description,Please enter valid event description,Veuillez saisir une description d'événement valide,Inserisci una descrizione valida dell'evento,Bitte geben Sie eine gültige Ereignisbeschreibung ein,Voer een geldige gebeurtenisbeschrijving in,Ingrese una descripción válida del evento,Rhowch ddisgrifiad dilys o'r digwyddiad,,请输入有效的事件描述,
please_select_event_admin,Please select event admin,Please select event admin,Veuillez sélectionner l'administrateur de l'événement,Seleziona l'amministratore dell'evento,Bitte wählen Sie den Event-Admin,Selecteer evenementbeheerder,Por favor seleccione el administrador del evento,Dewiswch weinyddwr digwyddiad,,请选择活动管理员,
please_upload_images,Please upload images,Please upload images,Veuillez télécharger des images,Si prega di caricare le immagini,Bitte laden Sie Bilder hoch,Upload afbeeldingen,Por favor sube imágenes,Llwythwch luniau i fyny,,请上传图片,
tell_the_world_about_your_event,Tell the world about your event,Tell the world about your event,Parlez de votre événement au monde entier,Racconta al mondo il tuo evento,Erzählen Sie der Welt von Ihrer Veranstaltung,Vertel de wereld over uw evenement,Cuéntale al mundo sobre tu evento,Dywedwch wrth y byd am eich digwyddiad,,向世界介绍您的活动,
event_name,Event name,Event name,Nom de l'événement,Nome dell'evento,Ereignisname,Naam van het evenement,Nombre del evento,Enw'r digwyddiad,,活动名称,
select_event_admin_(optional),Select Event Admin (optional),Select Event Admin (optional),Sélectionnez l'administrateur de l'événement (facultatif),Seleziona Amministratore evento (facoltativo),Wählen Sie Event Admin (optional),Selecteer Gebeurtenisbeheerder (optioneel),Seleccionar administrador de eventos (opcional),Dewiswch Weinyddwr Digwyddiad (dewisol),,选择活动管理员（可选）,
feature_on_homepage,Feature on homepage,Feature on homepage,Fonctionnalité sur la page d'accueil,Funzionalità sulla homepage,Funktion auf der Homepage,Functie op de homepage,Artículo destacado en la página de inicio,Nodwedd ar hafan,,主页上的特色,
continue_to_time_and_location,Continue to time and location,Continue to time and location,Continuer vers le temps et le lieu,Continua a tempo e luogo,Weiter zu Zeit und Ort,Ga verder naar tijd en locatie,Continuar con el tiempo y la ubicación,Parhau i amser a lleoliad,,继续时间和地点,
write_message,Write message...,Write message...,Écrire un message...,Scrivi un messaggio...,Nachricht schreiben...,Bericht schrijven...,Escribe un mensaje...,Ysgrifennu neges...,,写消息...,
describe_your_event,Describe your event,Describe your event,Décrivez votre événement,Descrivi il tuo evento,Beschreiben Sie Ihre Veranstaltung,Beschrijf uw evenement,Describe tu evento,Disgrifiwch eich digwyddiad,,描述您的活动,
select_event_date_and_time,Select Event Date and Time,Select Event Date and Time,Sélectionnez la date et l'heure de l'événement,Seleziona data e ora dell'evento,Wählen Sie Datum und Uhrzeit der Veranstaltung aus,Selecteer datum en tijd van het evenement,Seleccionar fecha y hora del evento,Dewiswch Dyddiad ac Amser Digwyddiad,,选择活动日期和时间,
view_/_edit_slots,View / Edit Slots,View / Edit Slots,Afficher/Modifier les emplacements,Visualizza/modifica slot,Slots anzeigen/bearbeiten,Bekijk/bewerk slots,Ver/Editar ranuras,Gweld / Golygu Slotiau,,查看/编辑插槽,
please_select_valid_date,Please select valid date,Please select valid date,Veuillez sélectionner une date valide,Seleziona una data valida,Bitte wählen Sie ein gültiges Datum,Selecteer een geldige datum,Por favor seleccione una fecha válida,Dewiswch ddyddiad dilys,,请选择有效日期,
select_event_location,Select Event Location,Select Event Location,Sélectionnez le lieu de l'événement,Seleziona la posizione dell'evento,Veranstaltungsort auswählen,Selecteer evenementlocatie,Seleccionar la ubicación del evento,Dewiswch Lleoliad Digwyddiad,,选择活动地点,
this_is_a_virtual_event,This is a virtual event,This is a virtual event,Il s'agit d'un événement virtuel,Questo è un evento virtuale,Dies ist eine virtuelle Veranstaltung,Dit is een virtueel evenement,Este es un evento virtual,Digwyddiad rhithwir yw hwn,,这是一个虚拟事件,
address_line_1,Address Line 1,Address Line 1,Adresse Ligne 1,Indirizzo Linea 1,Adresszeile 1,Adresregel 1,Dirección Línea 1,Llinell Cyfeiriad 1,,地址第一行,
address_line_2,Address Line 2,Address Line 2,Adresse ligne 2,Indirizzo riga 2,Adresszeile 2,Adresregel 2,Línea de dirección 2,Llinell Cyfeiriad 2,,地址第 2 行,
address_details,Address Details,Address Details,Détails de l'adresse,Dettagli dell'indirizzo,Adressdetails,Adresgegevens,Detalles de la dirección,Manylion Cyfeiriad,,地址详情,
connection_details,Connection details,Connection details,Détails de connexion,Dettagli di connessione,Verbindungsdetails,Verbindingsgegevens,Detalles de la conexión,Manylion cyswllt,,连接详细信息,
continue_to_tickets,Continue to tickets,Continue to tickets,Continuer vers les billets,Continua ai biglietti,Weiter zu den Tickets,Ga door naar tickets,Continuar con las entradas,Parhewch i docynnau,,继续购票,
create_your_ticket_types,Create your ticket types,Create your ticket types,Créez vos types de billets,Crea i tuoi tipi di biglietto,Erstellen Sie Ihre Ticketarten,Maak uw tickettypes aan,Crea tus tipos de tickets,Creu eich mathau o docynnau,,创建您的票证类型,
please_be_sure_to_add_taxes_on_top_of_ticket_prices_after_this_event_has_been_created,Please be sure to add taxes on top of ticket prices after this event has been created.,Please be sure to add taxes on top of ticket prices after this event has been created.,Assurez-vous d'ajouter les taxes au prix des billets après la création de cet événement.,"Dopo aver creato l'evento, assicurati di aggiungere le tasse al prezzo del biglietto.","Bitte denken Sie daran, nach der Erstellung dieser Veranstaltung zusätzlich zu den Ticketpreisen Steuern hinzuzufügen.",Zorg ervoor dat u de belastingen over de ticketprijs heen rekent nadat het evenement is aangemaakt.,Asegúrese de agregar impuestos a los precios de las entradas después de que se haya creado este evento.,Gwnewch yn si≈µr eich bod chi'n ychwanegu trethi ar ben prisiau tocynnau ar √¥l i'r digwyddiad hwn gael ei greu.,,活动结束后，请务必在门票价格上添加税费。,
add_another_ticket,Add Another ticket,Add Another ticket,Ajouter un autre ticket,Aggiungi un altro biglietto,Weiteres Ticket hinzufügen,Nog een ticket toevoegen,Agregar otro ticket,Ychwanegu tocyn arall,,添加另一张票,
ticket_name,Ticket name,Ticket name,Nom du billet,Nome del biglietto,Ticketname,Ticketnaam,Nombre del billete,Enw tocyn,,票名,
actions,Actions,Actions,Actes,Azioni,Aktionen,Acties,Comportamiento,Gweithredoedd,,行动,
cost,Cost,Cost,Coût,Costo,Kosten,Kosten,Costo,Cost,,成本,
continue_to_additional_details,Continue to additional details,Continue to additional details,Continuer vers des détails supplémentaires,Continua per ulteriori dettagli,Weiter zu weiteren Details,Ga verder naar aanvullende details,Continuar con detalles adicionales,Ewch ymlaen i fanylion ychwanegol,,继续查看更多详细信息,
save_event,Save Event,Save Event,Enregistrer l'événement,Salva evento,Ereignis speichern,Evenement opslaan,Guardar evento,Digwyddiad Achub,,保存事件,
update_event,Update Event,Update Event,Événement de mise à jour,Aggiorna evento,Update-Ereignis,Gebeurtenis bijwerken,Actualizar evento,Digwyddiad Diweddaru,,更新事件,
attendees,Attendees,Attendees,Participants,Partecipanti,Teilnehmer,Aanwezigen,Asistentes,Mynychwyr,,参会者,
available_spaces,Available Spaces,Available Spaces,Espaces disponibles,Spazi disponibili,Verfügbare Plätze,Beschikbare ruimtes,Espacios disponibles,Lleoedd Sydd Ar Gael,,可用空间,
available_tickets,Available Tickets,Available Tickets,Billets disponibles,Biglietti disponibili,Verfügbare Tickets,Beschikbare tickets,Entradas disponibles,Tocynnau Ar Gael,,可用门票,
interests,Interests,Interests,Intérêts,Interessi,Interessen,Interesses,Intereses,Diddordebau,,兴趣,
event_feature_tags,Event Feature Tags,Event Feature Tags,Balises de fonctionnalités de l'événement,Tag delle funzionalità dell'evento,Ereignis-Feature-Tags,Tags voor evenementfuncties,Etiquetas destacadas del evento,Tagiau Nodwedd Digwyddiad,,活动特色标签,
event_host_by,Event Host By,Event Host By,Organisateur de l'événement par,Organizzatore dell'evento,Gastgeber der Veranstaltung,Evenement gastheer door,Anfitrión del evento por,Trefnydd y Digwyddiad Gan,,活动主持人,
open_chat,Open Chat,Open Chat,Ouvrir le chat,Apri chat,Chat öffnen,Open chat,Chat abierto,Agor Sgwrs,,打开聊天,
archive_event,Archive Event,Archive Event,Archiver les événements,Archivio eventi,Archivereignis,Archief evenement,Evento de archivo,Digwyddiad Archif,,存档事件,
cancel_event,Cancel Event,Cancel Event,Annuler l'événement,Annulla evento,Veranstaltung abbrechen,Evenement annuleren,Cancelar evento,Canslo Digwyddiad,,取消事件,
available_slots,Available slots,Available slots,Emplacements disponibles,Slot disponibili,Verfügbare Slots,Beschikbare slots,Ranuras disponibles,Slotiau sydd ar gael,,可用插槽,
are_you_sure_you_want_to_delete,"Are you sure, you want to delete","Are you sure, you want to delete",Etes-vous sûr de vouloir supprimer,Sei sicuro di voler eliminare,"Sind Sie sicher, dass Sie löschen möchten",Weet u zeker dat u wilt verwijderen?,¿Estás seguro que deseas eliminar?,"Ydych chi'n si≈µr, rydych chi am ddileu",,您确定要删除吗,
slot,slot,slot,fente,fessura,Slot,sleuf,ranura,slot,,投币口,
add_custom_slot,Add Custom slot,Add Custom slot,Ajouter un emplacement personnalisé,Aggiungi slot personalizzato,Benutzerdefinierten Slot hinzufügen,Aangepaste sleuf toevoegen,Agregar ranura personalizada,Ychwanegu slot Custom,,添加自定义插槽,
remove_all_slots,Remove all slots,Remove all slots,Supprimer tous les emplacements,Rimuovi tutti gli slot,Entfernen Sie alle Steckplätze,Verwijder alle slots,Eliminar todas las ranuras,Tynnwch yr holl slotiau,,移除所有插槽,
please_enter_ticket_name,Please enter ticket name,Please enter ticket name,Veuillez saisir le nom du ticket,Inserisci il nome del biglietto,Bitte geben Sie den Ticketnamen ein,Voer de ticketnaam in,"Por favor, introduzca el nombre del ticket",Rhowch enw'r tocyn,,请输入票名,
